img_name;folder;image;section;dist;extent;solidity; slope;pwp_limit;pwp_middle;slope
Pieza_01_foto0153_4;1;153;4;3;0.6416015625;1.0;;0.4957873774509804;0.4892003676470588;0.00224096187779556
Pieza_01_foto0184_0;1;184;0;4;0.599609375;1.0;;0.514360119047619;0.5107514880952381;-0.0008838500738291613
Pieza_01_foto0184_1;1;184;1;5;0.5953776041666666;1.0;;0.4886754587155963;0.4795011467889908;-0.008660498022200149
Pieza_01_foto0184_2;1;184;2;4;0.487890625;1.0;;0.5042747641509434;0.5033903301886793;0.00618949755509886
Pieza_01_foto0184_3;1;184;3;1;0.384765625;1.0;;0.5075827205882353;0.5075827205882353;-0.0006888460751918545
Pieza_01_foto0184_4;1;184;4;10;0.5191761363636364;1.0;;0.511027378318584;0.5017629977876106;0.032332034477098245
Pieza_01_foto0185_0;1;185;0;3;0.52490234375;1.0;;0.5057663690476191;0.5002604166666667;-0.002046948177029734
Pieza_01_foto0185_1;1;185;1;5;0.3828125;1.0;;0.5168297313084113;0.5134710864485982;0.008823289069775704
Pieza_01_foto0185_2;1;185;2;2;0.4954427083333333;1.0;;0.5146292892156863;0.5146292892156863;0.0015403556310117433
Pieza_01_foto0185_3;1;185;3;5;0.5992838541666666;1.0;;0.5104910714285714;0.5013020833333334;-0.004416959238831691
Pieza_01_foto0185_4;1;185;4;8;0.7267795138888888;1.0;;0.5095409292035398;0.4944690265486726;0.006858494571039775
Pieza_01_foto0219_0;1;219;0;6;0.5368303571428571;1.0;;0.5120907738095238;0.5095610119047619;-0.01660328298872009
Pieza_01_foto0219_1;1;219;1;4;0.4015625;1.0;;0.4954366238317757;0.49379380841121495;-0.011868086875627844
Pieza_01_foto0219_2;1;219;2;16;0.7984834558823529;1.0;;0.6024338942307692;0.5654447115384615;-0.04671111765933189
Pieza_01_foto0219_3;1;219;3;4;0.21015625;1.0;;0.5194575471698113;0.5186468160377359;-0.007754744303025684
Pieza_01_foto0219_4;1;219;4;7;0.623291015625;1.0;;0.6236598996350365;0.6108861770072993;-0.03277481772293886
Pieza_01_foto0255_0;1;255;0;3;0.26416015625;1.0;;0.5102163461538461;0.5089017427884616;-0.007800712328204709
Pieza_01_foto0255_1;1;255;1;3;0.3408203125;1.0;;0.5181659587378641;0.5171040655339806;-0.003263875766581347
Pieza_01_foto0255_2;1;255;2;11;0.6306966145833334;1.0;;0.5232282366071429;0.5041155133928571;0.026382192967655458
Pieza_01_foto0255_3;1;255;3;8;0.6610243055555556;1.0;;0.6257868705035972;0.6134498651079137;-0.004316733938721599
Pieza_01_foto0255_4;1;255;4;3;0.4150390625;1.0;;0.5206473214285714;0.5187872023809523;0.00010960510469268295
Pieza_01_foto0277_0;1;277;0;2;0.3567708333333333;1.0;;0.48148287259615385;0.48148287259615385;0.00013789223446092398
Pieza_01_foto0277_1;1;277;1;3;0.62060546875;1.0;;0.4448490466101695;0.4448490466101695;0.003214789314194322
Pieza_01_foto0277_2;1;277;2;5;0.2972005208333333;1.0;;0.44562088815789475;0.4446271929824561;0.0026769231312279164
Pieza_01_foto0277_3;1;277;3;10;0.3817471590909091;1.0;;0.47509765625;0.467041015625;0.014896345907371699
Pieza_01_foto0277_4;1;277;4;3;0.57861328125;1.0;;0.46654829545454546;0.46654829545454546;-0.0067644625327042225
Pieza_01_foto0318_0;1;318;0;3;0.19580078125;1.0;;0.47914209905660377;0.47914209905660377;0.007877522700899553
Pieza_01_foto0318_1;1;318;1;8;0.345703125;1.0;;0.4654017857142857;0.46114676339285715;-0.02597580753331952
Pieza_01_foto0318_2;1;318;2;4;0.4;1.0;;0.4953125;0.49382440476190476;-0.01576156292746437
Pieza_01_foto0318_3;1;318;3;2;0.611328125;1.0;;0.4838819781553398;0.4838819781553398;-0.0020852310765279805
Pieza_01_foto0318_4;1;318;4;12;0.29552283653846156;1.0;;0.3553349743150685;0.3497699058219178;0.006919044187746146
Pieza_01_foto0319_0;1;319;0;12;0.3088942307692308;1.0;;0.43730304621848737;0.4300814075630252;0.026172863502648313
Pieza_01_foto0319_1;1;319;1;32;0.24538352272727273;1.0;;0.4171376329787234;0.37228501773049644;-0.004444020351519509
Pieza_01_foto0319_2;1;319;2;12;0.5498798076923077;1.0;;0.4840611049107143;0.47464425223214285;0.00435875630605144
Pieza_01_foto0319_3;1;319;3;35;0.4258355034722222;1.0;;0.4771412037037037;0.44375;0.06438574320483947
Pieza_01_foto0319_4;1;319;4;5;0.5654296875;1.0;;0.4852430555555556;0.48173466435185186;-0.0070703098470591575
Pieza_01_foto0344_0;1;344;0;4;0.601171875;1.0;;0.5193434495192307;0.5143855168269231;-0.003390842785377619
Pieza_01_foto0344_1;1;344;1;3;0.4072265625;1.0;;0.5157376802884616;0.5146484375;-0.0012506186246478833
Pieza_01_foto0344_2;1;344;2;3;0.42822265625;1.0;;0.5168504901960784;0.5149739583333334;0.007376046565577746
Pieza_01_foto0344_3;1;344;3;6;0.6459263392857143;1.0;;0.5162091121495327;0.5056585864485982;-0.01697070354175358
Pieza_01_foto0344_4;1;344;4;4;0.480859375;1.0;;0.5277529761904762;0.5265997023809523;0.0049134214948491255
Pieza_01_foto0369_0;1;369;0;15;0.6639404296875;1.0;;0.5174946581196581;0.4989983974358974;0.03341456161908304
Pieza_01_foto0369_1;1;369;1;4;0.54609375;1.0;;0.49722055288461536;0.49560546875;0.005523161773408342
Pieza_01_foto0369_2;1;369;2;7;0.614013671875;1.0;;0.6078840648854962;0.6046040076335878;0.0019039043676805968
Pieza_01_foto0369_3;1;369;3;5;0.404296875;1.0;;0.4993303571428571;0.49758184523809523;0.0062278195301543725
Pieza_01_foto0369_4;1;369;4;25;0.32572115384615385;1.0;;0.4683125;0.45325;-0.07837539148675866
Pieza_01_foto038_0;1;38;0;5;0.5013020833333334;1.0;;0.5144717261904762;0.5074776785714286;0.013481948213643787
Pieza_01_foto038_1;1;38;1;7;0.809814453125;1.0;;0.5187355324074074;0.49367042824074076;-0.008586468657168037
Pieza_01_foto038_2;1;38;2;14;0.6186197916666667;1.0;;0.5955573694029851;0.5759678171641791;0.02701398338528845
Pieza_01_foto038_3;1;38;3;6;0.4888392857142857;1.0;;0.5040509259259259;0.49916811342592593;0.013297825092621703
Pieza_01_foto038_4;1;38;4;7;0.46142578125;1.0;;0.5155184659090909;0.5080255681818182;0.019473275404923104
Pieza_01_foto0416_0;1;416;0;12;0.4520733173076923;1.0;;0.382232666015625;0.37493896484375;0.008118811137695098
Pieza_01_foto0416_1;1;416;1;11;0.458984375;1.0;;0.3791360294117647;0.37511488970588236;-0.0018021339806784415
Pieza_01_foto0416_2;1;416;2;30;0.4569052419354839;1.0;;0.48634350393700787;0.4426980807086614;-0.1297929180240561
Pieza_01_foto0416_3;1;416;3;42;0.34075218023255816;1.0;;0.47330239661654133;0.4357671522556391;0.012258359337341422
Pieza_01_foto0416_4;1;416;4;6;0.4486607142857143;1.0;;0.4487390350877193;0.4459978070175439;-0.021516123809442646
Pieza_01_foto0437_0;1;437;0;5;0.521484375;1.0;;0.5047701322115384;0.49673227163461536;-0.0022698155060206435
Pieza_01_foto0437_1;1;437;1;8;0.5713975694444444;1.0;;0.5124782986111112;0.5027488425925926;0.024148213316255527
Pieza_01_foto0437_2;1;437;2;6;0.5764508928571429;1.0;;0.5193838443396226;0.5130085495283019;0.01122368312409
Pieza_01_foto0437_3;1;437;3;6;0.5209263392857143;1.0;;0.6783431412337663;0.675882711038961;0.0027314545957502164
Pieza_01_foto0437_4;1;437;4;6;0.46177455357142855;1.0;;0.5211158608490566;0.5171727594339622;0.010478346554344443
Pieza_01_foto0460_0;1;460;0;5;0.302734375;1.0;;0.47007665094339623;0.46793926886792453;-0.011095440602468016
Pieza_01_foto0460_1;1;460;1;9;0.48359375;1.0;;0.4369834710743802;0.4275568181818182;-0.002550473157525802
Pieza_01_foto0460_2;1;460;2;52;0.6533018867924528;1.0;;0.562271897810219;0.45988252737226276;0.08101213116306936
Pieza_01_foto0460_3;1;460;3;10;0.6214488636363636;1.0;;0.47749732905982906;0.46437633547008544;-0.022608933486042503
Pieza_01_foto0460_4;1;460;4;10;0.49183238636363635;1.0;;0.4454884572072072;0.4387668918918919;-0.019271686624865475
Pieza_01_foto0461_0;1;461;0;10;0.5612571022727273;1.0;;0.47923704954954954;0.4633657094594595;0.03950913864555219
Pieza_01_foto0461_1;1;461;1;6;0.5597098214285714;1.0;;0.45632408405172414;0.45275457974137934;-0.006114582467141121
Pieza_01_foto0461_2;1;461;2;8;0.6336805555555556;1.0;;0.502006880733945;0.4924025229357798;-0.025867104374901237
Pieza_01_foto0461_3;1;461;3;4;0.58359375;1.0;;0.4852511682242991;0.4792640186915888;0.0005651670278753451
Pieza_01_foto0461_4;1;461;4;5;0.5087890625;1.0;;0.45591517857142855;0.455078125;-0.01811970592935912
Pieza_01_foto0521_0;1;521;0;14;0.697265625;1.0;;0.5262567934782608;0.49636548913043477;0.037264480955575996
Pieza_01_foto0521_1;1;521;1;11;0.6764322916666666;1.0;;0.5241413288288288;0.5031320382882883;-0.016741783612949254
Pieza_01_foto0521_2;1;521;2;5;0.5052083333333334;1.0;;0.5196439302884616;0.5134465144230769;-0.008562662154015717
Pieza_01_foto0521_3;1;521;3;9;0.6685546875;1.0;;0.5205346903669725;0.4973838876146789;-0.0265891913502517
Pieza_01_foto0521_4;1;521;4;11;0.6648763020833334;1.0;;0.5267857142857143;0.5007672991071429;0.034094975533011905
Pieza_01_foto0545_0;1;545;0;4;0.546484375;1.0;;0.33835565476190477;0.3357249149659864;-0.004654328361224369
Pieza_01_foto0545_1;1;545;1;4;0.540234375;1.0;;0.3776041666666667;0.37409156976744184;-0.006213105820392183
Pieza_01_foto0545_2;1;545;2;10;0.6962002840909091;1.0;;0.4193300189393939;0.4015447443181818;0.027142094480790784
Pieza_01_foto0545_3;1;545;3;20;0.45600818452380953;1.0;;0.4549126059322034;0.4334282309322034;-0.004316321089666718
Pieza_01_foto0545_4;1;545;4;8;0.5034722222222222;1.0;;0.49454599056603776;0.48776533018867924;-0.01014956058107222
Pieza_01_foto076_0;1;76;0;3;0.431640625;1.0;;0.5119842233009708;0.5103534587378641;0.00522528121310049
Pieza_01_foto076_1;1;76;1;5;0.4449869791666667;1.0;;0.5161884014423077;0.5115309495192307;0.012636499638714849
Pieza_01_foto076_2;1;76;2;3;0.39306640625;1.0;;0.5055213341346154;0.5040189302884616;-0.004188527681261832
Pieza_01_foto076_3;1;76;3;6;0.38448660714285715;1.0;;0.501899369266055;0.5003942087155964;0.017188941196732036
Pieza_01_foto076_4;1;76;4;4;0.5078125;1.0;;0.51953125;0.5171502976190476;0.003126270281725336
Pieza_01_foto0_0;1;0;0;9;0.5267578125;1.0;;0.4934895833333333;0.48585792824074076;0.01602751471218676
Pieza_01_foto0_1;1;0;1;6;0.5518973214285714;1.0;;0.48467261904761905;0.47741815476190474;-0.010689143259321089
Pieza_01_foto0_2;1;0;2;7;0.486328125;1.0;;0.5968864051094891;0.595432253649635;0.021163906274689955
Pieza_01_foto0_3;1;0;3;6;0.40122767857142855;1.0;;0.6130022321428571;0.6088169642857143;0.028304584470282612
Pieza_01_foto0_4;1;0;4;16;0.5829503676470589;1.0;;0.4995959051724138;0.47265625;0.06685184143037456
Pieza_01_foto118_0;1;118;0;4;0.4703125;1.0;;0.4986607142857143;0.4968377976190476;0.014946175097007066
Pieza_01_foto118_1;1;118;1;4;0.49375;1.0;;0.5728011592741935;0.5711630544354839;0.007210852686499981
Pieza_01_foto118_2;1;118;2;9;0.615234375;1.0;;0.5200376157407407;0.5098379629629629;0.028357893755747824
Pieza_01_foto118_3;1;118;3;3;0.451171875;1.0;;0.6001802884615385;0.6001802884615385;0.002367568629110958
Pieza_01_foto118_4;1;118;4;4;0.47421875;1.0;;0.49882433252427183;0.4963592233009709;-0.004264041925803181
Pieza_01_foto119_0;1;119;0;9;0.590234375;1.0;;0.5711945564516129;0.5601373487903226;0.02524012999277374
Pieza_01_foto119_1;1;119;1;4;0.61640625;1.0;;0.500221108490566;0.4952461674528302;0.007459240024435873
Pieza_01_foto119_2;1;119;2;4;0.41796875;1.0;;0.49613167475728154;0.4953352548543689;-0.0030258902662288743
Pieza_01_foto119_3;1;119;3;4;0.478515625;1.0;;0.49436173349056606;0.49270341981132076;0.004061773694854003
Pieza_01_foto119_4;1;119;4;4;0.521875;1.0;;0.4913910800970874;0.48926729368932037;-0.0032128630157417155
Pieza_01_foto138_0;1;138;0;8;0.2957899305555556;1.0;;0.42486769153225806;0.4217489919354839;0.02121826975781756
Pieza_01_foto138_1;1;138;1;28;0.2816540948275862;1.0;;0.45967642716535434;0.4395607775590551;-0.033739538218067
Pieza_01_foto138_2;1;138;2;6;0.6322544642857143;1.0;;0.4724099099099099;0.46438626126126126;-0.00024746325160711233
Pieza_01_foto138_3;1;138;3;29;0.31126302083333335;1.0;;0.4723727318548387;0.4481161794354839;0.014996576583833415
Pieza_01_foto138_4;1;138;4;27;0.38657924107142855;1.0;;0.4796814437984496;0.4442829457364341;0.1305822110657438
Pieza_01_foto152_0;1;152;0;3;0.58984375;1.0;;0.4890397451456311;0.4890397451456311;-0.005598377815916037
Pieza_01_foto152_1;1;152;1;5;0.4449869791666667;1.0;;0.4922619047619048;0.4915178571428571;-0.01125542204716558
Pieza_01_foto152_2;1;152;2;6;0.49888392857142855;1.0;;0.49058779761904764;0.4884300595238095;0.0036288126247550983
Pieza_01_foto152_3;1;152;3;5;0.3824869791666667;1.0;;0.48396963443396224;0.48227446933962265;0.005805137334339664
Pieza_01_foto152_4;1;152;4;4;0.64453125;1.0;;0.49738319174757284;0.49211165048543687;-0.008910225663473992
Pieza_01_foto153_0;1;153;0;3;0.67724609375;1.0;;0.4826683859223301;0.4826683859223301;0.005169497940630992
Pieza_01_foto153_1;1;153;1;6;0.6085379464285714;1.0;;0.48828125;0.4836309523809524;0.014448557659467107
Pieza_01_foto153_2;1;153;2;11;0.2939453125;1.0;;0.477734375;0.47095170454545454;0.011203709282285444
Pieza_01_foto153_3;1;153;3;3;0.30810546875;1.0;;0.49158653846153844;0.49158653846153844;0.002490761171199221
Pieza_01_foto153_4;1;153;4;5;0.4990234375;1.0;;0.48534226190476193;0.4836309523809524;-0.011343029517004992
Pieza_01_foto184_0;1;184;0;10;0.48881392045454547;1.0;;0.4857599431818182;0.476953125;0.014541255466335924
Pieza_01_foto184_1;1;184;1;3;0.4951171875;1.0;;0.4850324876237624;0.4850324876237624;-0.010155118270517254
Pieza_01_foto184_2;1;184;2;3;0.4306640625;1.0;;0.48783052884615385;0.48783052884615385;0.00015534885527312246
Pieza_01_foto184_3;1;184;3;15;0.7330322265625;1.0;;0.47184551886792453;0.44490713443396224;-0.02088392695811823
Pieza_01_foto184_4;1;184;4;5;0.6468098958333334;1.0;;0.49423363095238093;0.48984375;-0.0013193147850271035
Pieza_01_foto185_0;1;185;0;10;0.6631747159090909;1.0;;0.49851355088495575;0.4846861172566372;0.010939852863529428
Pieza_01_foto185_1;1;185;1;6;0.5198102678571429;1.0;;0.4822916666666667;0.47622767857142856;-0.002848129329409103
Pieza_01_foto185_2;1;185;2;3;0.56201171875;1.0;;0.4976486650485437;0.4976486650485437;0.007093913744457883
Pieza_01_foto185_3;1;185;3;7;0.475830078125;1.0;;0.5070167824074074;0.5036892361111112;0.012957179243841554
Pieza_01_foto185_4;1;185;4;5;0.5237630208333334;1.0;;0.4920032429245283;0.4891288325471698;-0.004018671858317347
Pieza_01_foto219_0;1;219;0;5;0.5348307291666666;1.0;;0.6626506024096386;0.6603445030120482;-0.01778947570898227
Pieza_01_foto219_1;1;219;1;5;0.306640625;1.0;;0.6225167410714286;0.6217912946428571;-0.016908322348984133
Pieza_01_foto219_2;1;219;2;4;0.48984375;1.0;;0.50439453125;0.5010141225961539;-0.007940747665631643
Pieza_01_foto219_3;1;219;3;5;0.4873046875;1.0;;0.48990271226415094;0.4884655070754717;-0.01164369675704754
Pieza_01_foto219_4;1;219;4;8;0.5850694444444444;1.0;;0.4979166666666667;0.4900669642857143;-0.02346461121421495
Pieza_01_foto255_0;1;255;0;4;0.465625;1.0;;0.5032677283653846;0.5018780048076923;-0.0014679668658907406
Pieza_01_foto255_1;1;255;1;7;0.605224609375;1.0;;0.6862836826347305;0.6817224925149701;-0.009822609574858556
Pieza_01_foto255_2;1;255;2;12;0.6817908653846154;1.0;;0.5220040137614679;0.4987456995412844;0.03541257365471303
Pieza_01_foto255_3;1;255;3;5;0.4358723958333333;1.0;;0.5012515169902912;0.5002275485436893;-0.005990869089181318
Pieza_01_foto255_4;1;255;4;3;0.2529296875;1.0;;0.5001878004807693;0.5001878004807693;-0.006982874018464595
Pieza_01_foto277_0;1;277;0;3;0.52197265625;1.0;;0.5009014423076923;0.4979717548076923;-0.007089677095532875
Pieza_01_foto277_1;1;277;1;9;0.387890625;1.0;;0.49009486607142855;0.48193359375;0.011691428216750496
Pieza_01_foto277_2;1;277;2;6;0.36300223214285715;1.0;;0.48189252336448596;0.4798481308411215;0.005553872812825789
Pieza_01_foto277_3;1;277;3;3;0.64501953125;1.0;;0.5056715745192307;0.49842247596153844;0.003130123714413475
Pieza_01_foto277_4;1;277;4;2;0.20247395833333334;1.0;;0.4961703431372549;0.4961703431372549;-0.0008372360744093561
Pieza_01_foto318_0;1;318;0;8;0.3038194444444444;1.0;;0.4752956081081081;0.4711782094594595;0.0050628084266378486
Pieza_01_foto318_1;1;318;1;3;0.40576171875;1.0;;0.5060471754807693;0.5045447716346154;-0.006397112160795983
Pieza_01_foto318_2;1;318;2;5;0.6533203125;1.0;;0.6043402777777778;0.5955729166666667;0.0020092251754656822
Pieza_01_foto318_3;1;318;3;6;0.30357142857142855;1.0;;0.47020188053097345;0.46740182522123896;-0.02044103776822183
Pieza_01_foto318_4;1;318;4;3;0.21337890625;1.0;;0.49864783653846156;0.4978215144230769;0.00823374905693768
Pieza_01_foto319_0;1;319;0;5;0.5130208333333334;1.0;;0.4915364583333333;0.48509837962962965;-0.0058816558472622625
Pieza_01_foto319_1;1;319;1;32;0.4230587121212121;1.0;;0.4688666044776119;0.4390741604477612;0.07971385582606454
Pieza_01_foto319_2;1;319;2;15;0.6387939453125;1.0;;0.44876534598214285;0.41591099330357145;0.06073149293716728
Pieza_01_foto319_3;1;319;3;32;0.27385179924242425;1.0;;0.5114850427350427;0.4662793803418803;-0.006824138769087096
Pieza_01_foto319_4;1;319;4;7;0.426025390625;1.0;;0.4442531779661017;0.4398172669491525;0.01822305075039675
Pieza_01_foto344_0;1;344;0;5;0.6057942708333334;1.0;;0.6183116007194245;0.6160071942446043;-0.0007487531418648638
Pieza_01_foto344_1;1;344;1;9;0.607421875;1.0;;0.5929966517857143;0.5846540178571429;-0.021646471991355817
Pieza_01_foto344_2;1;344;2;3;0.4130859375;1.0;;0.4966299019607843;0.4966299019607843;0.009631191016586717
Pieza_01_foto344_3;1;344;3;4;0.674609375;1.0;;0.5086089199029126;0.5043234223300971;0.0025200822049663654
Pieza_01_foto368_0;1;368;0;6;0.3529575892857143;1.0;;0.5033166273584906;0.5000737028301887;-0.024669714845261502
Pieza_01_foto368_1;1;368;1;5;0.537109375;1.0;;0.49759053738317754;0.4913113317757009;-0.0017386786977928383
Pieza_01_foto368_2;1;368;2;13;0.5615234375;1.0;;0.49472489316239315;0.4811030982905983;-0.0164774776574085
Pieza_01_foto368_3;1;368;3;5;0.4348958333333333;1.0;;0.49624399038461536;0.49282602163461536;0.0064416823167681055
Pieza_01_foto368_4;1;368;4;5;0.6038411458333334;1.0;;0.5107886904761905;0.5031622023809523;-0.011494572953769254
Pieza_01_foto369_0;1;369;0;24;0.35859375;1.0;;0.48021875;0.46321875;-0.08416869985772173
Pieza_01_foto369_1;1;369;1;5;0.4645182291666667;1.0;;0.5123139880952381;0.5068452380952381;0.013981689098744445
Pieza_01_foto369_2;1;369;2;7;0.543212890625;1.0;;0.5993088942307693;0.5929987980769231;0.009041718875646226
Pieza_01_foto369_3;1;369;3;4;0.525390625;1.0;;0.5053335336538461;0.5038311298076923;0.003333479231408938
Pieza_01_foto369_4;1;369;4;14;0.7096354166666666;1.0;;0.5296672952586207;0.5044113685344828;0.026608098599948567
Pieza_01_foto39_0;1;39;0;6;0.5301339285714286;1.0;;0.4954176682692308;0.49327674278846156;0.005960127061194399
Pieza_01_foto39_1;1;39;1;7;0.490234375;1.0;;0.4851190476190476;0.47998511904761904;0.027132919768839765
Pieza_01_foto39_2;1;39;2;4;0.40234375;1.0;;0.4907134433962264;0.48920253537735847;0.011803704718115116
Pieza_01_foto39_3;1;39;3;3;0.47705078125;1.0;;0.49917367788461536;0.49917367788461536;-0.00410775570779281
Pieza_01_foto39_4;1;39;4;11;0.3439127604166667;1.0;;0.48350306919642855;0.48032924107142855;0.034563362606141776
Pieza_01_foto416_0;1;416;0;10;0.4064275568181818;1.0;;0.44871794871794873;0.44464476495726496;-0.03425031649221785
Pieza_01_foto416_1;1;416;1;8;0.5297309027777778;1.0;;0.3836805555555556;0.37864583333333335;-0.010921968853053536
Pieza_01_foto416_2;1;416;2;33;0.4771943933823529;1.0;;0.475006103515625;0.427398681640625;-0.13892918824067738
Pieza_01_foto416_3;1;416;3;14;0.3958333333333333;1.0;;0.40601503759398494;0.4017857142857143;-0.0018128604160796648
Pieza_01_foto416_4;1;416;4;10;0.5134943181818182;1.0;;0.4006529850746269;0.39348180970149255;0.005208077882585901
Pieza_01_foto437_0;1;437;0;7;0.512451171875;1.0;;0.5102078419811321;0.5056014150943396;0.008525176918372542
Pieza_01_foto437_1;1;437;1;5;0.4339192708333333;1.0;;0.6737520292207793;0.672661323051948;-0.003865809557401385
Pieza_01_foto437_2;1;437;2;7;0.6123046875;1.0;;0.484485554245283;0.47707841981132076;0.008797202191225907
Pieza_01_foto437_3;1;437;3;30;0.8219506048387096;1.0;;0.5025809151785714;0.41190011160714285;0.09668312880306504
Pieza_01_foto437_4;1;437;4;5;0.4182942708333333;1.0;;0.4665922619047619;0.4646577380952381;-0.008327159269964832
Pieza_01_foto460_0;1;460;0;8;0.5238715277777778;1.0;;0.47145696271929827;0.4647752192982456;-0.002973823560210904
Pieza_01_foto460_1;1;460;1;9;0.5904296875;1.0;;0.4993489583333333;0.4850603070175439;-0.027828355095659358
Pieza_01_foto460_2;1;460;2;52;0.5868587853773585;1.0;;0.5550085616438356;0.4740475171232877;0.05355504668447486
Pieza_01_foto460_3;1;460;3;12;0.5049579326923077;1.0;;0.3792317708333333;0.3671603732638889;-0.000809418496365191
Pieza_01_foto460_4;1;460;4;5;0.4547526041666667;1.0;;0.49753095518867924;0.4931824882075472;-0.01038698389559193
Pieza_01_foto461_0;1;461;0;7;0.465087890625;1.0;;0.47084263392857145;0.46536690848214285;-0.024904014102079097
Pieza_01_foto461_1;1;461;1;5;0.6064453125;1.0;;0.41912841796875;0.410430908203125;-0.006818123496979293
Pieza_01_foto461_2;1;461;2;7;0.675537109375;1.0;;0.5084217316513762;0.4931551032110092;-0.02722454292544728
Pieza_01_foto461_3;1;461;3;7;0.512939453125;1.0;;0.46652747844827586;0.4613752693965517;-0.006914233006747187
Pieza_01_foto461_4;1;461;4;8;0.6011284722222222;1.0;;0.49035754504504503;0.47497888513513514;0.0338822083490454
Pieza_01_foto521_0;1;521;0;12;0.6696213942307693;1.0;;0.5154506138392857;0.49166434151785715;0.04891205306702628
Pieza_01_foto521_1;1;521;1;10;0.58984375;1.0;;0.5072142454954955;0.4908854166666667;-0.019718506278776398
Pieza_01_foto521_2;1;521;2;5;0.453125;1.0;;0.5067232572115384;0.5051832932692307;-0.012924043103956822
Pieza_01_foto521_3;1;521;3;11;0.70263671875;1.0;;0.5043556415929203;0.4866219579646018;-0.026537593407786313
Pieza_01_foto521_4;1;521;4;16;0.646484375;1.0;;0.5177128232758621;0.4851158405172414;0.04036957541853116
Pieza_01_foto545_0;1;545;0;37;0.7711245888157895;1.0;;0.5921702665441176;0.5101677389705882;-0.10084745498892528
Pieza_01_foto545_1;1;545;1;18;0.46988075657894735;1.0;;0.45384716386554624;0.43365940126050423;-0.01820189303352666
